,title,rating,acidity_structure,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,notes,roast_level,city,state,usd_per_oz
707,Ethiopia Reko Yirgacheffe,93.0,9.0,8.0,9.0,8.0,9.0,"Floral-toned, deeply sweet. Tea rose, nectarine, sandalwood, cocoa nib, agave syrup in aroma and cup. Sweetly tart in structure with juicy, vibrant acidity and lightly satiny mouthfeel. Finish leads with notes of cocoa nib and tea rose, supported by hints of nectarine.","Yirgacheffe growing region, southern Ethiopia","Produced by the Reko Farming Cooperative from indigenous landrace tree varieties long grown in the region and processed by the washed method (fruit skin and pulp are removed before drying). Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",Medium-Light,Sacramento, California,1.71
708,Andi Sumatra,93.0,8.0,8.0,9.0,9.0,9.0,"Deeply sweet, richly savory. Black cherry, freesia-like flowers, almond, dark chocolate, fresh-cut cedar in aroma and cup. Sweet-savory structure with gentle, round acidity; plush, creamy mouthfeel. The resonant finish consolidates around notes of black cherry and dark chocolate with cedar undertones. ","Aceh Province, Sumatra","Produced by Armiyadi, a small farm in the Aceh region of Sumatra, entirely from trees of the Ateng Super hybrid variety of Arabica and processed by the Indonesia washed and wet-hulled method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Medium-Light,Madison, Wisconsin,1.62
709,Testi Ayla Double Ethiopia,97.0,10.0,9.0,9.0,9.0,10.0,"High-toned, floral-driven, lyrically sweet. Wisteria, Keemun tea, white nectarine, fresh-cut basil, pink peppercorn in aroma and cup. Impeccably crystalline, balanced structure with buoyant acidity; delicately satiny mouthfeel. Very long, integrated, satisfying finish, with fruit and floral notes singing into the long.","Sidama Zone, Oromia Region, Ethiopia","This exceptional coffee was selected as the No. 2 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. Produced by Faysel Yonis entirely of the Kurume variety of Arabica and processed by the anaerobic washed method (fermentation occurs in a hermetically sealed vessel). Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.",Light,Lee, Massachusetts,4.58
710,Sumatra Lintong,93.0,8.0,8.0,9.0,9.0,9.0,"Sweetly savory, deep-toned. Pipe tobacco, sandalwood, rhododendron, tangerine zest, date in aroma and cup. Savory-leaning structure with richly bittersweet acidity; very full, viscous mouthfeel. The crisp, sweet finish centers around notes of earthy pipe tobacco and date.","Lintong growing region, North Sumatra Province, Indonesia","Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” This is a particularly refined example of the type, branded Tano Batak by the exporters, Olam specialty Coffee and produced in the admired Lintong region south of Lake Toba. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit peachcoffeeroasters.com for more information.",Medium-Light,Johns Creek, Georgia,1.58
711,Sudan Rume,95.0,9.0,9.0,9.0,9.0,9.0,"Complex, sweetly and intricately herbaceous, citrusy. Lemon verbena, cardamom, cocoa nib, ginger, aromatic orchid in aroma and cup. Sweetly savory with delicately juicy acidity; crisp, silky mouthfeel. Long, resonant, flavor-saturated finish.","Valle del Cauca Department, Colombia","Comprised entirely of beans from the rare Sudan Rume, a presumably very old variety of Arabica originally selected from wild trees growing on the Boma Plateau of Sudan, close to the border with Ethiopia. Produced by Rigoberto Herrera at Granja La Esperanza in Colombia. Fermented in the whole fruit, then fermented again after the skins are removed. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Medium-Light,Madison, Wisconsin,3.75
712,Ethiopia Hambela G1,91.0,8.0,8.0,8.0,8.0,9.0,"Deep-toned, chocolaty. Baking chocolate, date, hazelnut, fresh-cut cedar, brown sugar in aroma and cup. Sweet-toned structure with gentle, round acidity; full, satiny mouthfeel. Crisp, chocolaty finish with undertones of hazelnut and date.","Guji Zone, Oromia Region, Southern Ethiopia","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Mr. Chao Coffee is a subsidiary of Intekeco Co., Ltd, based in New Taipei City, Taiwan, which provides both green and roasted coffee to wholesale and retail clients. Visit https://chao-coffee.webnode.tw/zh-tw/ for more information.",Medium-Light,New Taipei City, Taiwan,1.08
713,Phu-Long-Kong,93.0,8.0,8.0,9.0,9.0,9.0,"High-toned, spice-driven, deeply sweet. Almond nougat, freesia-like flowers, dried apricot, cedar, thyme in aroma and cup. Balanced, sweet-savory structure with gentle acidity; plush, satiny-smooth mouthfeel. The finish leads with notes of almond nougat and undertones of rich aromatic wood.","Kayanza, Northern Province, Burundi","Produced by smallholding farmers near the Businde Washing Station entirely of the Red Bourbon variety of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Small Eyes Café is a small, family-owned coffee shop in Yilan, Taiwan, specializing in artisanally roasted specialty coffee and homemade desserts. Visit https://www.facebook.com/Smalleyescafe for more information.",Light,Yilan, Taiwan,1.18
714,Ethiopia Guji Natural Euphora Special Lot,94.0,9.0,8.0,9.0,9.0,9.0,"Richly sweet, deep-toned, bright and juicy. Pomegranate, dark chocolate, marshmallow, hazelnut butter, key lime in aroma and cup. Sweet structure with high-toned, balanced acidity; full, syrupy-smooth mouthfeel. The cleanly fruit-toned finish is supported by notes of hazelnut and key lime.","Guji Zone, Oromia Region, Southern Ethiopia",Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Euphora Coffee is a Taipei-based specialty coffee roaster with an active online community through which all sales are made. Visit www.euphoracoffeestudio.com for more information.,Medium-Light,Taipei, Taiwan,1.32
715,Banti Nenga Hambela Wamena,93.0,8.0,8.0,9.0,9.0,9.0,"Very fruit-centric, spicily floral. Watermelon candy, star jasmine, agave syrup, pistachio butter, pink peppercorn in aroma and cup. Brightly sweet-tart with energetic acidity; very full, viscous mouthfeel. Resonant, fruit-focused finish with pistachio undertones.","Sidamo (also Sidama) growing region, south-central Ethiopia","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in their respective regions. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Drink Coffee Do Stuff operates a roastery in Truckee, California and a coffee shop in nearby Incline Village, Nevada. Visit www.drinkcoffeedostuff.com for more information.",Medium-Light,Truckee, California,1.83
716,Bayou Buzz Breakfast Blend,90.0,8.0,7.0,8.0,9.0,8.0,"Friendly, balanced, bittersweet. Cocoa powder, hop flowers, raisin, lily, fresh-cut fir in aroma and cup. Savory-sweet structure with bittersweet acidity; full, syrupy mouthfeel. The gently drying finish centers around notes of cocoa powder and fir.",Not disclosed,"A blend of undisclosed coffees, including beans from both the Arabica and Robusta species. Poppets Coffee is a woman-owned business in Dayton, Ohio that offers single-origin coffees, blends, and flavored coffees. Visit www.poppetscoffee.com for more information.",Medium-Light,Dayton, Ohio,1.17
717,Ethiopia Bench Maji Gesha Village Oma Geisha 1931 Lot 55 Natural,94.0,9.0,8.0,9.0,9.0,9.0,"Delicate, richly sweet, floral-toned. Star jasmine, raspberry, cocoa nib, maple syrup, sandalwood in aroma and cup. Bright, sweet-tart structure with juicy acidity; plush, satiny mouthfeel. The long finish centers around deep floral and bright berry tones, grounded by cocoa nib.","Bench-Maji Zone, Southern Ethiopia","Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by Adam and Rachel Overton. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Although the Gesha variety originated in Ethiopia, it was “discovered” by the coffee world in 2004 growing in Boquete, Panama, and Panama continues to dominate the expanding world of Gesha. This particular version, however, is the outcome of efforts to commercialize Gesha in the region from which it originally came. It is processed by the natural method (dried in the whole fruit). Taster’s Coffee is a nano-roaster based in new Taipei City, Taiwan. Visit www.tasterscoffee.com for more information.",Light,Taipei City, Taiwan,6.3
718,Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,92.0,8.0,8.0,9.0,8.0,9.0,"Fruit-forward, deeply sweet. Blueberry, dark chocolate, magnolia, cedar, almond in aroma and cup. Sweet structure with gentle acidity; crisp, velvety mouthfeel. Chocolaty finish with blueberry and almond undertones.","Jinotega, Nicaragua","Produced at Hacienda La Bastilla from trees of the Caturra, Red and Yellow Catuaí, Parainema, Java, SL28, and Geisha varieties of Arabica and processed by the natural method (dried in the whole fruit). RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.",Medium-Light,Bozeman, Montana,1.5
719,El Salvador Pacamara,93.0,8.0,8.0,9.0,9.0,9.0,"Chocolaty, sweetly savory. Baking chocolate, lemon verbena, pomegranate, fresh-cut oak, maple syrup in aroma and cup. Sweet-toned structure with round acidity; full, satiny mouthfeel. Quiet finish leads with notes of baking chocolate and maple syrup, supported by undertones of fresh-cut oak.","Ahuachapan, El Salvador","Produced at the Menendez Family Farm entirely of the big-beaned Pacamara variety of Arabica and processed by the wet, or washed, method (fruit skin and flesh are removed from the beans before they are dried). RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana, natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.",Medium-Light,Bozeman, Montana,1.5
720,Kenya Kamwangi,95.0,9.0,9.0,9.0,9.0,9.0,"Sweetly tart, richly savory. Star jasmine, pink grapefruit zest, ripe blackberry, cocoa nib, toffee in aroma and cup. Brightly tart-savory, complex structure with juicy acidity; plush, very syrupy mouthfeel. Star jasmine and blackberry notes lead in the long, resonant finish.","Gichugu Division, Kirinyaga County, central Kenya","Produced by the smallholders of the New Ngariama Farmers Cooperative Society from trees of the SL-28, Ruiru 11 and Batian varieties of Arabica. Processed at Kamwangi Washing Station by the particularly meticulous Kenya variation on the traditional wet or “washed” method (fruit skin and flesh are removed from the beans before they are dried). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.",Medium-Light,San Diego, California,2.0
721,Glory Days,92.0,8.0,8.0,9.0,8.0,9.0,"Deeply sweet, chocolaty and nut-toned. Baking chocolate, almond brittle, gardenia, date, gently scorched oak in aroma and cup. Sweet-toned structure with gentle, round acidity; smooth, velvety mouthfeel. Chocolaty, nut-driven finish with undertones of gardenia and date.",Peru,A blend of three different washed-process coffees from Peru. Nostalgia Coffee Roasters was founded by Taylor Fields in 2018 as a mobile café; it has since added specialty roasting and online sales of select fine coffees. Visit www.nostalgiacoffeeroasters.com for more information.,Medium,San Diego, California,1.67
722,Kona Lactic Washed,94.0,8.0,9.0,9.0,9.0,9.0,"Richly sweet, deeply savory. Dried persimmon, baking chocolate, hop flowers, myrrh, tarragon in aroma and cup. Savory-sweet structure with gentle, round acidity; very smooth, satiny mouthfeel. The rich, resonant, exceptionally long finish centers around notes of persimmon and chocolate supported by myrrh and tarragon.","Kona, Big Island of Hawai’i","Produced by smallholding farmers, entirely of the Typica variety of Arabica, and processed by the washed method using species of lactic acid-producing yeast and bacteria during the fermentation step. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Medium-Light,Minneapolis, Minnesota,6.24
