,title,rating,acidity_structure,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,est_price,notes,roast_level,roaster_location,City,State,Country
944,Elida Estate Dragonfly Catuai Lot 13,94.0,9.0,7.0,10.0,9.0,9.0,"Crisply sweet-tart, richly wood-framed. Rhododendron, blueberry, rum barrel, chocolate fudge, pecan praline in aroma and cup. Brightly sweet structure with winy acidity; viscous, satiny mouthfeel. Crisp, drying finish that leads with notes of oak barrel and deep chocolate.","Boquete growing region, western Panama",$22.50/12 ounces,"Produced by the Lamastus family of Elida Estate entirely of the Catuaí variety of Arabica and processed by the natural method (dried in the whole fruit). Now based in Henderson, Nevada, Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.

 ",Medium-Light,"Henderson, Nevada",Henderson, Nevada,
945,SGG Ethiopia Sidamo G2,91.0,8.0,8.0,8.0,8.0,9.0,"Sweetly herbaceous, cocoa-driven. Cocoa nib, lemon-thyme, pink grapefruit zest, caramel, cedar in aroma and cup. Sweetly savory with brisk acidity; delicate, silky mouthfeel. T","Guji Zone, Oromia Region, Ethiopia",NT $250/227 grams,"Guji is a coffee-growing region nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions. Guji coffees are largely produced from distinctive landrace varieties of Arabica long grown there. Processed by the washed method (fruit skin and pulp are removed before drying). Mr. Chao Coffee is a subsidiary of Intekeco Co., Ltd, based in New Taipei City, Taiwan, which provides both green and roasted coffee to wholesale and retail clients. Visit https://chao-coffee.webnode.tw/zh-tw/ for more information.",Medium-Light,"New Taipei City, Taiwan",New Taipei City, Taiwan,
946,Kenya Gichathaini,95.0,9.0,9.0,9.0,9.0,9.0,"High-toned, juicy, complex. Red currant, toffee, grapefruit marmalade, star jasmine, sandalwood in aroma and cup. Sweetly tart with richly vibrant, balanced acidity; very full, syrupy-smooth mouthfeel. The resonant, lingering finish carries forward the multi-layered nuance of the cup.","Mathira West District, Nyeri growing region, Kenya",$24.95/12 ounces,"Produced by smallholding members of the Gikanda Farmers Cooperative Society, from trees of the SL28, SL34 and Ruiru 11 varieties of Arabica, and processed by the washed method at the Gichathaini Factory. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.",Medium-Light,"Lexington, Virginia",Lexington, Virginia,
947,Ethiopia Gogogu Bekaka #1,94.0,9.0,8.0,9.0,9.0,9.0,"Delicately citrus- and floral-toned. Bergamot, star jasmine, lemon verbena, cocoa nib, sandalwood in aroma and cup. Sweet-tart structure with bright, vibrant acidity; lively, silky mouthfeel. Finish consolidates to notes of cocoa nib and star jasmine.","Uraga, Guji Zone, Ethiopia",$25.00/12 ounces,"Produced by smallholding farmers around the Gogogu washing station largely from trees of landrace Ethiopia varieties of Arabica, and processed by the washed method (whole fruit is fermented with limited oxygen before drying). Big Shoulders Coffee is a Chicago artisan roaster that emphasizes a fresh-roasted, no-nonsense approach to fine coffee. Visit www.bigshoulderscoffee.com or call 312-846-1439 for more information. ",Light,"Chicago, Illinois",Chicago, Illinois,
948,Colombia La Esperanza Anaerobic,94.0,9.0,8.0,9.0,9.0,9.0,"Deeply rich, sweetly savory. Pomelo, myrrh, dried apricot, dark chocolate, the pungent herb epazote in aroma and cup. Juicy-sweet structure with tart, zesty acidity; plush, creamy mouthfeel. The resonant finish centers around notes of apricot and chocolate with hints of tarragon.","Caicedonia, Valle de Cauca Department, Colombia",$42.00/12 ounces,"Produced by Rigoberto and Rodrigo Herrera at Finca Potosí of Café Granja Esperanza from trees of the Caturra and Colombia varieties of Arabica, and processed by the anaerobic natural method (fruit is fermented in the whole fruit with limited access to oxygen). Big Shoulders Coffee is a Chicago artisan roaster that emphasizes a fresh-roasted, no-nonsense approach to fine coffee. Visit www.bigshoulderscoffee.com or call 312-846-1439 for more information. ",Medium-Light,"Chicago, Illinois",Chicago, Illinois,
950,Organic Floyd Farmhouse Blend,93.0,8.0,8.0,9.0,9.0,9.0,"Crisply chocolaty, sweetly nut-toned. Baking chocolate, hazelnut butter, magnolia, date, oak in aroma and cup. Sweet-toned with pert acidity; plush, syrupy-smooth mouthfeel. The gentle finish centers around notes of baking chocolate and hazelnut with magnolia undertones.",Central America; Africa,$13.99/12 ounces,"A blend of coffees from Central America and Africa. Certified USDA Organic. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",Medium-Light,"Floyd, Virginia",Floyd, Virginia,
951,Ethiopia Worka Sakaro Anaerobic Natural,94.0,9.0,8.0,9.0,9.0,9.0,"Deeply and richly sweet, chocolate- and berry-toned. Blackberry, dark chocolate fudge, almond nougat, agave syrup, fresh-cut cedar in aroma and cup. Sweet-toned structure with juicy-bright acidity; very full, satiny mouthfeel. The crisp finish consolidates to notes of dark chocolate fudge and blackberry.","Gedeb District, Gedeo Zone, southern Ethiopia",$19.49/12 ounces,"Southern Ethiopia coffees like this one are largely produced from traditional Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural anaerobic method in which the coffee cherries are fermented in the whole fruit with limited access to oxygen before they are dried. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",Medium-Light,"Floyd, Virginia",Floyd, Virginia,
952,Ethiopia Super Wush,95.0,9.0,9.0,9.0,9.0,9.0,"Sweetly high-toned, fruit-forward, richly aromatic. Tangerine, Jolly Rancher, dark chocolate, wild honey, narcissus in aroma and cup. Sweet-tart structure with juicy, vibrant acidity; viscous, syrupy mouthfeel. The very long finish leads with notes of dark chocolate and Jolly Rancher in the short, rounding to narcissus and honey in the long.","Sama, Ana Sora District, Oromia Region, Ethiopia",$26.00/12 ounces,"Produced by Israel Degfa from local Ethiopia varieties of Arabica and processed by the natural method (dried in the whole fruit) at the producer’s namesake washing station. Big Shoulders Coffee is a Chicago artisan roaster that emphasizes a fresh-roasted, no-nonsense approach to fine coffee. Visit www.bigshoulderscoffee.com or call 312-846-1439 for more information.",Light,"Chicago, Illinois",Chicago, Illinois,
953,Kenya Gachatha Nyeri AA,96.0,9.0,9.0,9.0,9.0,10.0,"Elegantly bright, richly juicy, elaborately complete. Toffee, pomelo, plum marmalade, star jasmine, sandalwood in aroma and cup. Sweetly tart structure with lyrically balanced acidity; syrupy, viscous mouthfeel. Resonant, long, satisfying finish.","Nyeri growing region, south-central Kenya",$22.49/12 ounces,"This exceptional coffee was selected as the No. 10 coffee on Coffee Review’s list of the Top 30 Coffees of 2021.Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",Medium-Light,"Floyd, Virginia",Floyd, Virginia,
954,Ethiopia Natural Guji Hambela SASA Lot 10,93.0,8.0,8.0,9.0,9.0,9.0,"Richly sweet-tart, deeply berry-toned. Fresh blueberry, rhododendron, Meyer lemon zest, dark chocolate, fresh-cut oak in aroma and cup. Sweet-toned structure with gentle, round acidity; very syrupy-smooth mouthfeel. Finish consolidates to notes of blueberry and dark chocolate with oak undertones.","Guji Zone, Oromia Region, Southern Ethiopia",NT $325/8 ounces, Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Kakalove Cafe is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information. ,Light,"Chia-Yi, Taiwan",Chia-Yi, Taiwan,
955,Acatenango Santa Felisa Wild Yeast Natural Sudan Rume Full Moon Lot 4,94.0,9.0,8.0,9.0,9.0,9.0,"Crisply high-toned, richly sweet-savory. Dark chocolate, goji berry, lemon verbena, honeysuckle, hazelnut brittle in aroma and cup. Sweet-savory structure with lively, balanced acidity; plush, syrupy mouthfeel. The finish consolidates to dark chocolate and honeysuckle.","Acatenango growing region, central Guatemala",NT $600/8 ounces,"Produced at Santa Felisa farm entirely of the rare Sudan Rume variety of Arabica and processed by fermentation in the whole fruit with the addition of wild yeasts added to the tank, then dried in the whole fruit, making it, in effect, a fermented natural. Kakalove Cafe is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information. ",Medium-Light,"Chia-Yi, Taiwan",Chia-Yi, Taiwan,
956,Guatemala Finca El General Slow Dry 6,94.0,9.0,8.0,9.0,9.0,9.0,"Gently fruit-toned, sweetly herbaceous. Dried apricot, marjoram, cocoa nib, lilac, almond butter in aroma and cup. Sweetly tart with vibrant, inviting acidity; very full, satiny mouthfeel. Cocoa tones in the finish are supported by suggestions of marjoram and a hint of lilac.","Acatenango growing region, central Guatemala",NT $375/8 ounces,"A blend of coffees produced by Finca El General in Acatenango, Guatemala, all processed by the natural method (dried in the whole fruit). Kakalove Cafe is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information. ",Medium-Light,"Chia-Yi, Taiwan",Chia-Yi, Taiwan,
957,Ethiopia Yirgacheffe Washed Banko Gotiti 3,94.0,9.0,8.0,9.0,9.0,9.0,"Intricately layered, deeply sweet. Wisteria, cocoa nib, nectarine, amber, cashew in aroma and cup. Bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with notes of wisteria and nectarine, balanced by suggestions of crisp cocoa.","Kochere, Yirgacheffe growing region, south-central Ethiopia",NT $275/8 ounces,Southern Ethiopia coffees like this one are largely produced from distinctive traditional Ethiopian landrace varieties of Arabica long grown in the region. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Kakalove Cafe is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information. ,Medium-Light,"Chia-Yi, Taiwan",Chia-Yi, Taiwan,
958,Ethiopia Natural Yirgacheffe Adado Feysa Dira,94.0,9.0,8.0,9.0,9.0,9.0,"Richly sweet-tart, fruit-forward. Dried strawberry, dark chocolate, almond brittle, lemon thyme, cedar in aroma and cup. Brightly sweet with juicy acidity; creamy-smooth mouthfeel. Resonant finish, flavor-laden well into the long.","Yirgacheffe growing region, south-central Ethiopia",NT $280/8 ounces,"Coffees like this one from the celebrated Yirgacheffe region are largely produced from distinctive traditional Ethiopian landrace varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Kakalove Cafe is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information. ",Medium-Light,"Chia-Yi, Taiwan",Chia-Yi, Taiwan,
